DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyWetBulbTemperature,DailyWindDirection,DailyWindSpeed
2020-01-01,72797094240,29.82712121212121,45.18571428571428,48.27142857142857,0.01891304347826087,-RA:02 BR:1 |RA |RA,-0.049166666666666664,2.75,89.4,29.8725,15,29.612285714285708,46.81428571428572,260,10.942857142857143
2020-02-07,72797094240,29.90244680851064,44.785714285714285,46.12244897959184,0.0243125,-RA:02 BR:1 |RA |RA,0.035,5.75,95.40816326530613,29.897857142857145,OVC:08 4,29.68295918367347,45.69387755102041,230,12.489795918367347
2020-02-08,72797094240,30.069411764705883,37.28947368421053,43.89473684210526,0.002413793103448276,-RA:02 BR:1 |RA |RA,-0.09000000000000001,1.6666666666666667,78.63157894736842,30.132142857142856,CLR:00,29.86026315789474,41.0,310,10.131578947368421
2020-02-09,72797094240,30.47838709677419,35.74285714285714,39.05714285714286,0.0,BR:1 ||,-0.000833333333333333,4.416666666666667,88.6,30.48071428571428,CLR:00,30.261714285714287,37.65714285714286,000,4.257142857142857
2020-02-10,72797094240,30.45533333333333,35.6764705882353,38.911764705882355,0.0,-RA:02 BR:1 |RA |RA,-0.0025,3.4166666666666665,89.47058823529412,30.457857142857144,CLR:00,30.237941176470585,37.61764705882353,000,2.676470588235294
2020-02-11,72797094240,30.287156862745096,41.613207547169814,42.64150943396226,0.013880597014925371,-RA:02 BR:1 |RA |RA,0.016666666666666666,5.416666666666667,96.28301886792453,30.301785714285717,OVC:08 4,30.068679245283025,42.45283018867924,000,2.8207547169811322
2020-02-12,72797094240,30.275606060606062,38.42857142857143,40.58571428571429,0.00020833333333333335,BR:1 ||,0.011666666666666667,4.75,92.42857142857143,30.258928571428566,FEW:02 2 OVC:08 27,30.056142857142863,39.77142857142857,000,2.0
2020-02-13,72797094240,29.972916666666656,39.94736842105263,42.18421052631579,0.021865671641791044,-RA:02 BR:1 |RA |RA,0.01916666666666667,5.333333333333333,92.07894736842105,29.97214285714286,OVC:08 29,29.75421052631579,41.31578947368421,000,5.355263157894737
2020-02-14,72797094240,30.121750000000002,38.47727272727273,41.13636363636363,0.012692307692307692,-RA:02 BR:1 |RA |RA,-0.01916666666666667,3.0,90.5909090909091,30.12392857142857,15,29.904772727272736,40.02272727272727,000,3.659090909090909
2020-02-15,72797094240,30.02896551724137,41.95161290322581,43.483870967741936,0.038148148148148146,-RA:02 BR:1 |RA |RA,0.011666666666666667,3.6666666666666665,94.43548387096774,30.034999999999997,VV:09 8,29.810806451612894,42.983870967741936,VRB,6.048387096774194
2020-02-16,72797094240,30.201666666666664,36.80769230769231,39.86538461538461,0.013809523809523811,-RA:02 BR:1 |RA |RA,-0.020833333333333332,2.5,89.34615384615384,30.20607142857142,26,29.98442307692307,38.59615384615385,000,5.134615384615385
2020-02-17,72797094240,30.38880000000001,34.629629629629626,36.648148148148145,0.0023076923076923075,BR:1 ||,-0.015000000000000001,2.5833333333333335,93.0,30.38821428571428,CLR:00,30.170740740740744,35.94444444444444,000,1.7222222222222223
2020-02-18,72797094240,30.38090909090909,29.395833333333332,32.729166666666664,0.0,BR:1 ||,0.011666666666666667,5.916666666666667,88.9375,30.366785714285715,CLR:00,30.16145833333334,31.4375,000,3.0625
2020-02-19,72797094240,30.237916666666674,31.107142857142858,37.964285714285715,0.0,BR:1 ||,0.02,5.5,78.5,30.242142857142863,CLR:00,30.021428571428576,34.964285714285715,000,4.0
2020-02-20,72797094240,30.207083333333333,30.178571428571427,39.392857142857146,0.0,BR:1 ||,-2.8912057932946783e-19,4.25,74.71428571428571,30.21071428571429,CLR:00,29.99142857142857,35.464285714285715,000,3.0357142857142856
2020-02-21,72797094240,30.181666666666665,34.85,39.625,0.0,-RA:02 BR:1 |RA |RA,0.015,5.916666666666667,83.425,30.188214285714285,CLR:00,29.964499999999997,37.4,000,2.525
2020-02-22,72797094240,30.1096,39.46296296296296,42.68518518518518,0.02131578947368421,-RA:02 BR:1 |RA |RA,0.023333333333333334,5.583333333333333,88.98148148148148,30.113214285714285,BKN:07 5 OVC:08 9,29.89129629629629,41.370370370370374,000,4.962962962962963
2020-02-23,72797094240,29.970000000000002,37.92156862745098,42.72549019607843,0.03036585365853658,-RA:02 |RA |RA,-0.0325,3.9166666666666665,83.50980392156863,30.022499999999997,26,29.755882352941182,40.509803921568626,250,16.254901960784313
2020-02-24,72797094240,30.565833333333334,32.5,40.92857142857143,0.0016666666666666668,-RA:02 |RA |RA,-0.030833333333333338,1.75,73.75,30.570714285714285,OVC:08 50,30.351071428571426,37.5,000,4.678571428571429
2020-02-25,72797094240,30.478837209302334,38.234042553191486,41.297872340425535,0.0022222222222222222,BR:1 ||,0.02,5.916666666666667,89.55319148936171,30.50321428571429,OVC:08 25,30.261914893617025,40.148936170212764,000,3.127659574468085
2020-02-26,72797094240,30.497446808510634,42.372549019607845,44.78431372549019,0.0006,BR:1 ||,-0.0072727272727272745,3.727272727272727,91.6470588235294,30.498214285714287,OVC:08 9,30.279411764705884,43.88235294117647,000,3.235294117647059
2020-02-27,72797094240,30.406585365853648,41.75555555555555,44.955555555555556,0.0,BR:1 ||,0.023333333333333334,6.166666666666667,89.17777777777778,30.40678571428571,OVC:08 13,30.188666666666656,43.62222222222222,000,2.4444444444444446
2020-02-28,72797094240,29.965593220338967,40.98412698412698,42.714285714285715,0.040222222222222215,-RA:02 BR:1 |RA |RA,0.05416666666666667,6.333333333333333,93.74603174603175,29.98857142857143,OVC:08 5,29.74857142857144,42.12698412698413,000,7.73015873015873
2020-02-29,72797094240,30.085348837209303,35.87234042553192,41.170212765957444,0.005571428571428572,-RA:02 |RA |RA,-0.04583333333333334,2.25,82.36170212765957,30.087500000000002,26,29.86851063829787,38.93617021276596,290,6.617021276595745
2020-03-01,72797094240,30.366486486486487,34.390243902439025,37.09756097560975,0.003275862068965518,-RA:02 BR:1 |RA |RA,-0.014166666666666666,3.5833333333333335,90.63414634146342,30.37,CLR:00,30.149268292682937,36.19512195121951,000,2.4878048780487805
2020-03-02,72797094240,30.22742424242425,43.15714285714286,43.92857142857143,0.028362068965517243,-RA:02 BR:1 |RA |RA,0.025833333333333337,5.416666666666667,97.3,30.22392857142857,OVC:08 4,30.00828571428572,43.885714285714286,VRB,6.214285714285714
2020-03-03,72797094240,30.15654545454545,43.14035087719298,44.39473684210526,0.027528089887640453,-RA:02 BR:1 |RA |RA,0.01,4.833333333333333,95.55263157894737,30.148214285714285,OVC:08 6,29.937105263157893,44.04385964912281,000,6.12280701754386
2020-03-04,72797094240,30.202083333333334,35.67857142857143,41.642857142857146,0.000625,-RA:02 BR:1 |RA |RA,0.0025000000000000022,4.666666666666667,80.82142857142857,30.20428571428572,CLR:00,29.98607142857143,39.07142857142857,000,3.9642857142857144
2020-03-05,72797094240,29.96164179104478,40.42253521126761,41.971830985915496,0.053916666666666654,-RA:02 BR:1 |RA |RA,0.006666666666666665,4.416666666666667,94.70422535211267,29.97214285714286,OVC:08 10,29.74366197183099,41.309859154929576,000,6.126760563380282
2020-03-06,72797094240,29.97673913043478,32.46,35.62,0.007692307692307693,BR:1 ||,0.0175,5.0,90.02,29.955357142857146,CLR:00,29.757199999999997,34.38,000,3.2
2020-03-07,72797094240,29.871290322580645,32.74242424242424,34.65151515151515,0.036875000000000005,BR:1 ||,-0.015000000000000001,3.75,93.21212121212122,29.88321428571428,CLR:00,29.653636363636362,34.015151515151516,000,3.1846153846153844
2020-03-08,72797094240,30.0721052631579,29.69047619047619,33.69047619047619,0.0007407407407407407,BR:1 ||,-0.018333333333333333,2.0833333333333335,87.07142857142857,30.09892857142857,CLR:00,29.857380952380957,32.11904761904762,000,3.380952380952381
2020-03-09,72797094240,30.238333333333333,30.642857142857142,37.035714285714285,0.0,-RA:02 BR:1 |RA |RA,-0.014166666666666668,3.4166666666666665,79.78571428571429,30.24285714285714,CLR:00,30.02285714285714,34.357142857142854,000,3.9642857142857144
2020-03-10,72797094240,30.16891891891893,41.93589743589744,43.08974358974359,0.027727272727272725,-RA:02 BR:1 |RA |RA,0.017499999999999998,7.25,95.82051282051282,30.177500000000002,OVC:08 4,29.950256410256397,42.794871794871796,200,7.846153846153846
2020-03-11,72797094240,30.250000000000004,37.19444444444444,43.166666666666664,0.0,BR:1 ||,-0.031000000000000007,2.2,80.5,30.272962962962968,26,30.037222222222226,40.583333333333336,300,6.527777777777778
2020-03-12,72797094240,30.302,32.107142857142854,39.92857142857143,0.00020833333333333335,-RA:02 |RA |RA,0.025454545454545455,5.090909090909091,75.71428571428571,30.305185185185184,BKN:07 41,30.088571428571424,36.82142857142857,000,3.7857142857142856
2020-03-13,72797094240,29.83366666666667,29.28125,38.3125,0.0019230769230769232,-RA:02 |RA |RA,0.05700000000000001,6.6,72.40625,29.78923076923077,CLR:00,29.61,34.90625,050,9.75
2020-03-14,72797094240,29.896250000000006,15.777777777777779,35.925925925925924,0.0,HZ:7 |FU |HZ,-0.052727272727272734,1.9090909090909092,44.074074074074076,29.907407407407412,CLR:00,29.688148148148148,29.22222222222222,060,18.074074074074073
2020-03-15,72797094240,30.105833333333333,13.607142857142858,39.357142857142854,0.0,HZ:7 |FU |HZ,-0.00818181818181818,4.818181818181818,35.392857142857146,30.106785714285714,CLR:00,29.89035714285714,30.607142857142858,060,16.071428571428573
2020-03-16,72797094240,30.12625,22.321428571428573,45.964285714285715,0.0,HZ:7 |FU |HZ,0.012499999999999999,5.0,45.67857142857143,30.127142857142854,CLR:00,29.91071428571428,36.714285714285715,000,5.185185185185185
2020-03-17,72797094240,29.85708333333334,30.392857142857142,38.464285714285715,0.0,HZ:7 |FU |HZ,0.024999999999999994,6.416666666666667,75.10714285714286,29.858214285714293,CLR:00,29.64071428571429,35.17857142857143,000,2.8214285714285716
2020-03-18,72797094240,29.902500000000003,33.138888888888886,38.97222222222222,0.0,HZ:7 |FU |HZ,-0.015000000000000001,3.1666666666666665,80.83333333333333,29.90785714285715,CLR:00,29.686111111111114,36.333333333333336,000,2.2903225806451615
2020-03-19,72797094240,30.040769230769225,34.06666666666667,40.36666666666667,0.0,BR:1 ||,-0.028333333333333335,2.8333333333333335,79.86666666666666,30.04428571428571,CLR:00,29.82566666666667,37.56666666666667,000,2.7333333333333334
2020-03-20,72797094240,30.293055555555554,35.575,40.525,0.0,BR:1 ||,-0.02,3.090909090909091,84.5,30.29642857142857,CLR:00,30.0765,38.375,000,2.875
2020-03-21,72797094240,30.24571428571429,38.282051282051285,42.717948717948715,0.0,BR:1 ||,0.011666666666666667,6.666666666666667,85.02564102564102,30.251428571428573,CLR:00,30.028974358974356,40.69230769230769,000,3.41025641025641
2020-03-22,72797094240,30.052545454545452,38.49152542372882,41.067796610169495,0.0023076923076923075,BR:1 ||,0.04750000000000001,7.5,91.03389830508475,30.0275,VV:09 2,29.832203389830504,40.067796610169495,000,3.7966101694915255
2020-03-23,72797094240,29.7979365079365,38.507462686567166,41.40298507462686,0.024375000000000004,-RA:02 BR:1 |RA |RA,-0.000833333333333334,3.8333333333333335,90.11940298507463,29.80178571428571,26,29.57985074626866,40.25373134328358,000,5.17910447761194
2020-03-24,72797094240,29.931315789473683,35.357142857142854,39.23809523809524,0.0018,-RA:02 |RA |RA,-0.008333333333333333,3.8333333333333335,87.0,29.931071428571432,CLR:00,29.713809523809523,37.666666666666664,000,3.5238095238095237
2020-03-25,72797094240,30.01892857142857,33.25,36.13333333333333,0.0,BR:1 ||,-0.01,2.4166666666666665,90.38333333333334,30.036428571428576,VV:09 2,29.80216666666666,35.05,000,2.716666666666667
2020-03-26,72797094240,30.035178571428567,38.6,40.56666666666667,0.013552631578947368,-RA:02 BR:1 |RA |RA,0.006666666666666667,5.75,92.95,30.036785714285713,BKN:07 1 OVC:08 22,29.817,39.86666666666667,000,3.0166666666666666
2020-03-27,72797094240,29.974520547945204,44.27272727272727,45.58441558441559,0.013793103448275864,-RA:02 BR:1 |RA |RA,0.0036363636363636364,4.545454545454546,95.35064935064935,29.972857142857144,OVC:08 3,29.755844155844166,45.22077922077922,VRB,5.2727272727272725
2020-03-28,72797094240,29.90121212121212,45.785714285714285,46.74285714285714,0.031016949152542373,-RA:02 BR:1 |RA |RA,0.022500000000000003,6.916666666666667,96.47142857142858,29.888214285714287,OVC:08 3,29.681714285714282,46.6,200,8.785714285714286
2020-03-29,72797094240,29.773142857142854,42.41095890410959,45.397260273972606,0.017272727272727273,-RA:02 BR:1 |RA |RA,0.024545454545454547,5.454545454545454,89.95890410958904,29.776296296296298,BKN:07 9 OVC:08 20,29.553972602739734,44.16438356164384,VRB,8.73972602739726
2020-03-30,72797094240,29.75094339622642,37.92857142857143,42.267857142857146,0.03426829268292683,-RA:02 |RA |RA,-0.0409090909090909,2.090909090909091,85.07142857142857,29.76333333333333,26,29.531964285714285,40.339285714285715,240,10.0
2020-03-31,72797094240,29.991454545454545,37.440677966101696,39.898305084745765,0.01743243243243243,-RA:02 |RA |RA,-0.010833333333333334,3.0833333333333335,91.32203389830508,29.9925,15,29.773389830508474,38.94915254237288,190,4.431034482758621
2020-04-01,72797094240,30.064186046511637,34.744680851063826,38.97872340425532,0.003333333333333333,BR:1 ||,-0.018333333333333333,3.0833333333333335,86.34042553191489,30.08035714285714,CLR:00,29.84787234042554,37.191489361702125,000,4.170212765957447
2020-04-02,72797094240,30.182820512820516,34.97674418604651,39.51162790697674,0.004827586206896552,-RA:02 |RA |RA,-0.0033333333333333327,5.5,84.79069767441861,30.182142857142853,57,29.9653488372093,37.627906976744185,000,3.488372093023256
2020-04-03,72797094240,30.06818181818182,34.91891891891892,39.432432432432435,0.006551724137931036,-RA:02 BR:1 |RA |RA,0.021666666666666667,7.0,85.0,30.06535714285715,OVC:08 60,29.85081081081081,37.54054054054054,000,5.486486486486487
2020-04-04,72797094240,29.77857142857143,32.935483870967744,40.58064516129032,0.0008333333333333334,-RA:02 |RA |RA,0.041818181818181824,6.909090909090909,76.06451612903226,29.755555555555556,OVC:08 60,29.55451612903225,37.516129032258064,040,5.0
2020-04-05,72797094240,29.646666666666665,34.214285714285715,45.142857142857146,0.0,BR:1 ||,-0.013333333333333336,3.5,67.35714285714286,29.648214285714285,CLR:00,29.431785714285713,40.392857142857146,000,5.642857142857143
2020-04-06,72797094240,29.97777777777778,34.61290322580645,41.83870967741935,0.0,BR:1 ||,-0.04833333333333334,1.5,77.19354838709677,29.96535714285714,CLR:00,29.759999999999994,38.58064516129032,000,3.5806451612903225
2020-04-07,72797094240,30.23481481481481,37.61290322580645,44.41935483870968,0.0,BR:1 ||,-0.02,2.3333333333333335,78.3225806451613,30.24107142857142,CLR:00,30.01903225806451,41.38709677419355,000,3.6774193548387095
2020-04-08,72797094240,30.26375,35.107142857142854,47.392857142857146,0.0,BR:1 ||,0.004,4.2,66.25,30.264285714285716,CLR:00,30.04678571428571,41.714285714285715,000,5.642857142857143
2020-04-09,72797094240,30.152962962962963,39.87096774193548,47.61290322580645,0.0,BR:1 ||,0.013333333333333334,5.666666666666667,76.58064516129032,30.157857142857146,CLR:00,29.93677419354838,43.806451612903224,000,4.645161290322581
2020-04-10,72797094240,30.11543478260869,44.42,48.1,0.0009615384615384616,BR:1 ||,0.006,5.3,87.22,30.112857142857145,OVC:08 6,29.897599999999994,46.46,000,4.76
2020-04-11,72797094240,30.143571428571427,39.6875,48.6875,0.0,BR:1 ||,-0.018333333333333333,3.6666666666666665,72.875,30.1525,CLR:00,29.9284375,44.46875,000,4.96875
2020-04-12,72797094240,30.277916666666666,21.464285714285715,47.357142857142854,0.0,BR:1 ||,-0.009166666666666668,3.0833333333333335,45.964285714285715,30.279642857142854,CLR:00,30.06142857142857,37.392857142857146,000,5.678571428571429
2020-04-13,72797094240,30.40384615384615,29.133333333333333,45.333333333333336,0.0,BR:1 ||,-0.010833333333333334,4.75,59.666666666666664,30.406071428571426,CLR:00,30.187333333333324,38.63333333333333,000,3.7666666666666666
2020-04-14,72797094240,30.329782608695655,41.78,44.46,0.0,BR:1 ||,0.014166666666666668,6.583333333333333,91.18,30.3325,OVC:08 4,30.111400000000003,43.38,000,3.02
2020-04-15,72797094240,30.25317073170732,45.044444444444444,48.13333333333333,0.0,BR:1 ||,0.001666666666666667,4.833333333333333,89.64444444444445,30.25107142857143,CLR:00,30.035555555555547,46.733333333333334,000,4.2444444444444445
2020-04-16,72797094240,30.216666666666665,36.892857142857146,50.107142857142854,0.0,BR:1 ||,0.013333333333333334,4.833333333333333,66.39285714285714,30.216785714285713,CLR:00,30.000357142857144,43.92857142857143,000,4.75
2020-04-17,72797094240,30.027121212121205,38.81428571428572,41.457142857142856,0.0,BR:1 ||,0.025833333333333333,7.666666666666667,91.61428571428571,29.964285714285715,BKN:07 1,29.805000000000007,40.357142857142854,000,2.085714285714286
2020-04-18,72797094240,29.948939393939387,44.714285714285715,48.57142857142857,0.0009615384615384616,BR:1 ||,-0.024999999999999998,1.9166666666666667,87.21428571428571,29.970714285714287,OVC:08 3,29.73214285714285,46.9,000,2.9130434782608696
2020-04-19,72797094240,30.10055555555555,43.475,48.275,0.003333333333333333,BR:1 ||,-0.0075,3.5833333333333335,84.65,30.106071428571425,CLR:00,29.884249999999998,46.15,000,3.275
2020-04-20,72797094240,30.125681818181818,41.583333333333336,45.791666666666664,0.0,FG:2 |FG |,-0.009166666666666667,3.4166666666666665,86.5625,30.138571428571424,VV:09 2,29.908958333333334,43.875,000,3.0208333333333335
2020-04-21,72797094240,30.259999999999998,43.45652173913044,50.82608695652174,0.0017857142857142859,-RA:02 |RA |RA,-0.0075,4.333333333333333,76.30434782608695,30.2575,15,30.04217391304347,47.34782608695652,VRB,5.956521739130435
2020-04-22,72797094240,30.057848101265826,49.01204819277108,50.10843373493976,0.044199999999999996,-RA:02 BR:1 |RA |RA,-0.006666666666666668,3.5555555555555554,96.16867469879519,30.07821428571429,OVC:08 3,29.84024096385542,49.45783132530121,090,5.072289156626506
2020-04-23,72797094240,30.268387096774195,46.855670103092784,48.5360824742268,0.004418604651162791,BR:1 ||,-0.01416666666666667,3.0833333333333335,94.05154639175258,30.274642857142855,OVC:08 15,30.049793814432995,47.90721649484536,000,3.783505154639175
2020-04-24,72797094240,30.141538461538463,47.69642857142857,49.785714285714285,0.008292682926829269,-RA:02 BR:1 |RA |RA,0.018333333333333337,6.833333333333333,93.125,30.15107142857143,OVC:08 4,29.92428571428571,48.714285714285715,VRB,4.672727272727273
