DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72790024141,30.094848484848484,26.0,28.545454545454547,0,-SN:03 BR:1 |SN |,-0.0212499999999999,4.25,87.75757575757575,30.141666666666666,OVC:08 10,28.75,10.0,27.51515151515152,320,25.5,5.0
2023-01-12,72790024141,30.07575,37.0,37.65,0.01,-RA:02 |RA |RA,0.0075,5.375,93.475,30.104166666666668,OVC:08 8,28.7335,10.0,36.875,360,25.5,9.0
2023-01-13,72790024141,29.826400000000003,37.0,39.88,0,-RA:02 |RA |RA,0.04,6.25,90.12,29.843333333333334,CLR:00,28.4916,10.0,38.68,360,25.5,9.0
2023-01-14,72790024141,29.612127659574483,32.0,37.319148936170215,0,BR:1 ||,0.035,7.25,92.29787234042551,29.57708333333333,OVC:08 3,28.28510638297871,10.0,36.57446808510638,360,25.5,6.0
2023-01-15,72790024141,29.439183673469387,39.0,38.04081632653061,0,FG:2 |FG |,-0.01375,3.625,93.59183673469389,29.47041666666667,OVC:08 75,28.11857142857143,10.0,37.46938775510204,0,25.5,5.0
2023-01-16,72790024141,29.67625,32.0,36.0,0,BR:1 ||,-0.03125,2.75,90.52083333333331,29.719166666666663,CLR:00,28.346666666666664,10.0,34.979166666666664,0,25.5,0.0
2023-01-17,72790024141,29.915000000000003,29.0,31.5,0,BR:1 ||,-0.0225,3.125,93.83333333333331,29.97375,OVC:08 2,28.57604166666667,10.0,30.979166666666668,0,25.5,0.0
2023-01-18,72790024141,29.900408163265304,32.0,32.93877551020408,T,BR:1 ||,0.005,6.0,94.36734693877553,29.937916666666663,OVC:08 2,28.561020408163262,0.75,32.55102040816327,0,25.5,3.0
2023-01-19,72790024141,30.2175,22.0,36.083333333333336,0,BR:1 ||,-0.055,1.75,60.375,30.250833333333333,CLR:00,28.86916666666667,10.0,31.291666666666668,290,25.5,5.0
2023-01-20,72790024141,30.460000000000004,25.0,29.178571428571427,0,BR:1 ||,-0.0137499999999999,2.25,82.03571428571429,30.5025,CLR:00,29.100357142857145,10.0,27.428571428571427,350,25.5,10.0
2023-01-21,72790024141,30.246923076923085,28.0,29.692307692307693,0,BR:1 ||,0.0375,6.75,89.26923076923077,30.32416666666667,CLR:00,28.895,10.0,28.71153846153846,0,25.5,0.0
2023-01-22,72790024141,30.3152,23.0,29.64,0,BR:1 ||,-0.0325,1.75,77.12,30.366250000000004,CLR:00,28.9636,10.0,27.28,0,25.5,0.0
2023-01-23,72790024141,30.3884375,27.0,29.65625,0,BR:1 ||,0.0024999999999999,4.25,81.1875,30.437916666666663,CLR:00,29.03375,10.0,27.71875,10,25.5,9.0
2023-01-24,72790024141,30.450857142857146,24.0,28.714285714285715,0,BR:1 ||,-0.01375,2.375,87.74285714285715,30.49874999999999,CLR:00,29.091142857142856,10.0,27.6,310,25.5,6.0
2023-01-25,72790024141,30.55666666666667,28.0,30.541666666666668,0,BR:1 ||,-0.00875,3.75,84.54166666666667,30.60333333333333,CLR:00,29.19666666666667,10.0,28.95833333333333,0,25.5,0.0
2023-01-26,72790024141,30.36108108108109,31.0,30.72972972972973,0,BR:1 ||,0.0475,6.25,92.86486486486488,30.411666666666665,OVC:08 4,29.005945945945943,4.0,29.945945945945947,10,25.5,6.0
2023-01-27,72790024141,30.02257142857143,30.0,36.8,0,FZ:8 FG:2 |FG |,0.01625,4.625,79.82857142857142,30.05291666666666,CLR:00,28.68257142857143,10.0,34.2,0,25.5,6.0
2023-01-28,72790024141,30.152916666666663,26.0,32.5,0,-SN:03 |SN SN |,-0.0457142857142857,2.4285714285714284,54.833333333333336,30.184583333333336,CLR:00,28.80666666666667,10.0,27.541666666666668,40,25.5,10.0
2023-01-29,72790024141,30.47458333333333,6.0,21.375,0,-SN:03 |SN SN |,-0.01625,3.75,49.125,30.5325,CLR:00,29.11583333333333,10.0,17.083333333333332,10,25.0,6.0
2023-01-30,72790024141,30.41958333333333,9.0,20.70833333333333,0,-SN:03 |SN SN |,0.0242857142857142,5.714285714285714,55.833333333333336,30.485000000000003,CLR:00,29.064545454545456,10.0,16.636363636363637,0,25.0,3.0
2023-01-31,72790024141,30.224166666666665,18.0,24.904761904761905,0,-SN:03 |SN SN |,0.0142857142857142,6.142857142857143,69.14285714285714,30.275555555555552,CLR:00,28.874166666666667,10.0,21.952380952380956,0,25.0,3.0
2023-02-01,72790024141,30.182592592592595,21.0,28.272727272727277,0,-RA:02 |RA |RA,-0.00375,4.25,71.38095238095238,30.232857142857146,CLR:00,28.83259259259259,10.0,25.714285714285715,330,25.0,6.0
2023-02-02,72790024141,30.226250000000004,18.0,29.70833333333333,0,-RA:02 |RA |RA,0.0049999999999999,4.125,68.5,30.270416666666662,CLR:00,28.87625,10.0,26.416666666666668,340,25.0,8.0
2023-02-03,72790024141,30.02875,25.0,32.333333333333336,0,-RA:02 |RA |RA,0.0212499999999999,4.875,70.04166666666667,30.067916666666665,CLR:00,28.686666666666667,10.0,29.20833333333333,0,25.0,10.0
2023-02-04,72790024141,30.00375,33.0,36.91666666666666,0,-RA:02 |RA |RA,0.01875,4.0,78.5,30.03625,OVC:08 80,28.663333333333338,10.0,34.291666666666664,360,25.0,8.0
2023-02-05,72790024141,29.84,33.0,37.04761904761905,0,-RA:02 |RA |RA,-0.015,3.5,90.16666666666669,29.84166666666667,VV:09 1,28.505714285714287,10.0,35.92857142857143,210,25.0,8.0
2023-02-06,72790024141,30.193,28.0,35.4,0,BR:1 ||,-0.03,4.0,84.33333333333333,30.25208333333333,CLR:00,28.844666666666665,10.0,33.6,0,25.0,8.0
2023-02-07,72790024141,30.12291666666667,31.0,37.66666666666666,0,BR:1 ||,0.01625,5.75,79.25,30.1525,CLR:00,28.777500000000003,10.0,35.083333333333336,0,25.0,5.0
2023-02-08,72790024141,30.37625,24.0,38.0,0,BR:1 ||,-0.04375,1.625,61.625,30.407083333333333,CLR:00,29.020416666666662,10.0,32.958333333333336,0,25.0,6.0
2023-02-09,72790024141,30.34208333333333,27.0,35.083333333333336,0,BR:1 ||,0.035,7.25,72.95833333333333,30.3775,CLR:00,28.98708333333333,10.0,31.95833333333333,330,26.2,9.0
2023-02-10,72790024141,30.164583333333336,27.0,34.5,0,BR:1 ||,0.0012499999999999,5.0,76.58333333333333,30.2,CLR:00,28.81458333333333,10.0,31.791666666666668,0,26.2,0.0
2023-02-11,72790024141,30.21125,27.0,35.125,0,BR:1 ||,-0.00375,3.0,70.20833333333333,30.245416666666667,CLR:00,28.86125,10.0,31.541666666666668,0,26.2,0.0
2023-02-12,72790024141,30.095,32.0,34.666666666666664,0,BR:1 ||,0.04125,5.625,79.41666666666667,30.12875,CLR:00,28.75,10.0,32.208333333333336,10,26.2,3.0
2023-02-13,72790024141,29.6564,22.0,40.16,0,BR:1 ||,0.03125,5.625,57.12,29.678333333333327,CLR:00,28.326399999999992,10.0,34.16,280,26.2,18.0
2023-02-14,72790024141,29.952916666666667,21.0,39.333333333333336,0,-SN:03 BR:1 |SN |,-0.06875,2.0,44.625,29.97791666666667,CLR:00,28.61375,10.0,31.916666666666668,320,28.83333333333333,22.0
2023-02-15,72790024141,30.247083333333336,22.0,33.291666666666664,0,-SN:03 BR:1 |SN |,-0.00875,3.5,61.083333333333336,30.282916666666665,CLR:00,28.89708333333333,10.0,28.791666666666668,340,20.0,5.0
2023-02-16,72790024141,30.17458333333333,25.0,31.70833333333333,0,-SN:03 BR:1 |SN |,0.01375,4.875,72.66666666666667,30.213333333333328,CLR:00,28.825416666666666,10.0,28.791666666666668,350,20.0,5.0
2023-02-17,72790024141,30.121250000000003,28.0,37.083333333333336,0,-SN:03 BR:1 |SN |,0.00875,5.0,70.08333333333333,30.155416666666667,CLR:00,28.77458333333333,10.0,33.25,0,20.0,0.0
2023-02-18,72790024141,29.980416666666667,26.0,42.29166666666666,0,-SN:03 BR:1 |SN |,0.00125,4.5,57.0,30.00333333333333,CLR:00,28.64041666666667,10.0,36.083333333333336,310,20.0,7.0
2023-02-19,72790024141,29.973333333333333,31.0,41.91666666666666,0,-SN:03 BR:1 |SN |,0.01375,6.875,61.208333333333336,29.995833333333334,CLR:00,28.633333333333336,10.0,36.16666666666666,0,23.75,0.0
2023-02-20,72790024141,29.7975,31.0,49.75,0,-SN:03 BR:1 |SN |,0.0499999999999999,3.0,52.375,29.805833333333336,CLR:00,28.464583333333334,10.0,42.04166666666666,230,38.333333333333336,11.0
2023-02-21,72790024141,29.438484848484848,27.0,37.45454545454545,0,-SN:03 BR:1 |SN |,1.0842021724855044e-18,5.625,65.0909090909091,29.44083333333333,CLR:00,28.11848484848485,10.0,32.72727272727273,10,30.7,20.0
2023-02-22,72790024141,29.6576,23.0,23.5,T,-SN:03 BR:1 |SN |,-0.0325,1.5,74.16,29.74416666666666,BKN:07 30 OVC:08 46,28.329,10.0,21.36,50,26.928571428571427,18.0
2023-02-23,72790024141,29.95375,2.0,16.083333333333332,0,-SN:03 BR:1 |SN |,-0.03375,3.0,48.25,30.0175,CLR:00,28.61375,10.0,12.458333333333334,50,27.3,16.0
2023-02-24,72790024141,30.157916666666665,3.0,16.833333333333332,0,-SN:03 BR:1 |SN |,-0.00875,3.125,56.41666666666666,30.22666666666667,CLR:00,28.80875,10.0,13.458333333333334,0,30.5,0.0
2023-02-25,72790024141,29.92083333333333,11.0,21.125,0,-SN:03 BR:1 |SN |,0.0575,6.5,64.91666666666667,29.97833333333333,CLR:00,28.584166666666665,10.0,18.08333333333333,0,30.5,0.0
2023-02-26,72790024141,29.547083333333333,17.0,30.916666666666668,0,-SN:03 BR:1 |SN |,-0.00375,3.75,61.29166666666666,29.584166666666665,CLR:00,28.223333333333333,10.0,26.416666666666668,0,30.5,0.0
2023-02-27,72790024141,29.54060606060606,29.0,30.60606060606061,0,-SN:03 BR:1 |SN |,0.0371428571428571,6.714285714285714,81.06060606060606,29.605,CLR:00,28.21666666666667,10.0,28.696969696969692,0,30.77777777777778,0.0
2023-02-28,72790024141,29.500512820512824,28.0,31.82051282051282,0,-SN:03 BR:1 |SN |,-0.035,3.5,81.61538461538461,29.56208333333333,CLR:00,28.17846153846154,10.0,29.82051282051282,0,30.77777777777778,0.0
2023-03-01,72790024141,29.917916666666667,22.0,34.666666666666664,0.00,UP:09 ||,-0.03,2.875,60.75,29.951666666666664,CLR:00,28.57958333333333,10.0,29.875,000,30.77777777777778,7.0
2023-03-02,72790024141,29.818846153846152,22.0,38.57692307692308,0.00,UP:09 ||,0.00875,5.875,57.30769230769231,29.85333333333333,CLR:00,28.484230769230766,10.0,32.76923076923077,180,30.77777777777778,8.0
2023-03-03,72790024141,29.83333333333333,21.0,36.79166666666666,0.00,UP:09 ||,0.0175,5.125,58.333333333333336,29.8625,CLR:00,28.49833333333333,10.0,31.375,220,23.4,0.0
2023-03-04,72790024141,29.58384615384616,24.0,37.38461538461539,0.00,UP:09 ||,0.02,6.125,64.46153846153847,29.609583333333333,CLR:00,28.258846153846157,10.0,32.46153846153846,010,16.0,11.0
2023-03-05,72790024141,29.74129032258065,32.0,37.2258064516129,0.00,-SN:03 BR:1 |SN |,-0.03625,2.5,78.29032258064517,29.772499999999997,OVC:08 8,28.409354838709675,10.0,34.516129032258064,010,18.0,13.0
2023-03-06,72790024141,29.99157894736842,30.0,33.1578947368421,T,-SN:03 BR:1 |SN |,-0.02375,2.75,85.3859649122807,30.04958333333333,OVC:08 13,28.651052631578946,10.0,31.56140350877193,010,18.0,10.0
2023-03-07,72790024141,30.045,28.0,37.583333333333336,0.00,-RA:02 |RA |RA,0.01375,4.75,70.20833333333333,30.07666666666667,OVC:08 70,28.7025,10.0,33.75,340,23.0,8.0
2023-03-08,72790024141,29.95035714285714,25.0,36.82142857142857,0.00,-RA:02 |RA |RA,0.0062499999999999,5.0,71.0,29.973749999999995,CLR:00,28.61035714285714,10.0,33.142857142857146,020,23.0,10.0
2023-03-09,72790024141,29.93552631578948,30.0,36.44736842105263,0.00,BR:1 ||,0.0399999999999999,5.625,78.26315789473684,29.9125,OVC:08 2,28.598157894736843,10.0,33.73684210526316,050,23.0,9.0
2023-03-10,72790024141,29.438103448275864,31.0,33.10344827586207,T,-SN:03 BR:1 |SN |,-0.0187499999999999,3.875,90.32758620689656,29.52875,CLR:00,28.11655172413793,10.0,32.12068965517241,350,23.0,7.0
2023-03-11,72790024141,29.899666666666675,29.0,34.06666666666667,0.00,BR:1 ||,-0.02875,2.375,79.93333333333334,29.943750000000005,CLR:00,28.561,10.0,31.566666666666663,360,23.0,7.0
2023-03-12,72790024141,29.88166666666667,28.0,39.833333333333336,0.00,-RA:02 |RA |RA,0.0225,6.375,75.66666666666667,29.90625,CLR:00,28.545,10.0,36.41666666666666,020,23.0,3.0
2023-03-13,72790024141,29.653421052631582,36.0,41.13157894736842,0.00,BR:1 ||,0.00625,5.625,82.89473684210526,29.663333333333338,CLR:00,28.323947368421056,10.0,38.8421052631579,010,23.0,5.0
2023-03-14,72790024141,29.76875,23.0,38.375,0.00,-RA:02 |RA |RA,0.0024999999999999,4.5,57.958333333333336,29.791666666666668,CLR:00,28.435,10.0,32.791666666666664,000,24.4,3.0
2023-03-15,72790024141,30.023200000000003,22.0,40.48,0.00,-RA:02 |RA |RA,-0.06125,2.0,51.84,30.050416666666667,CLR:00,28.682,10.0,33.44,000,24.4,0.0
2023-03-16,72790024141,30.272916666666664,22.0,41.0,0.00,-RA:02 |RA |RA,-0.005,3.625,50.875,30.29875,CLR:00,28.922916666666666,10.0,34.208333333333336,310,18.0,7.0
2023-03-17,72790024141,30.215416666666663,29.0,43.0,0.00,-RA:02 |RA |RA,0.0075,4.0,52.41666666666666,30.23958333333333,CLR:00,28.865416666666665,10.0,36.083333333333336,340,18.0,10.0
2023-03-18,72790024141,30.085,27.0,44.91666666666666,0.00,-RA:02 |RA |RA,0.0212499999999999,5.875,53.41666666666666,30.10291666666667,CLR:00,28.73958333333333,10.0,37.833333333333336,350,18.0,9.0
2023-03-19,72790024141,29.789583333333336,29.0,47.958333333333336,0.00,-RA:02 |RA |RA,0.0475,7.0,49.0,29.80125,CLR:00,28.454583333333336,10.0,39.5,350,18.0,10.0
2023-03-20,72790024141,29.666153846153847,38.0,45.80769230769231,0.00,-RA:02 |RA |RA,-0.01625,3.25,67.57692307692308,29.673333333333336,OVC:08 30,28.33692307692308,10.0,41.15384615384615,350,18.0,6.0
2023-03-21,72790024141,29.754583333333333,36.0,47.75,0.00,-RA:02 |RA |RA,0.0025,3.625,56.458333333333336,29.766666666666666,CLR:00,28.42458333333333,10.0,40.75,350,18.0,6.0
2023-03-22,72790024141,29.77333333333333,22.0,46.75,0.00,-RA:02 |RA |RA,-0.00625,3.5,38.91666666666666,29.78458333333333,CLR:00,28.44333333333333,10.0,36.41666666666666,000,18.0,0.0
2023-03-23,72790024141,29.8268,26.0,43.52,0.00,-RA:02 |RA |RA,-0.01375,3.375,55.08,29.84375,CLR:00,28.4936,10.0,36.76,220,26.0,6.0
2023-03-24,72790024141,30.0128,20.0,40.36,0.00,-RA:02 |RA |RA,-0.02125,3.375,48.24,30.035416666666663,CLR:00,28.6728,10.0,33.12,220,20.25,9.0
2023-03-25,72790024141,30.1032,22.0,38.64,0.00,BR:1 ||,-0.005,3.5,54.16,30.13083333333333,CLR:00,28.7584,10.0,32.4,000,25.0,0.0
2023-03-26,72790024141,30.16708333333333,21.0,41.41666666666666,0.00,BR:1 ||,-0.0125,3.375,45.583333333333336,30.1925,CLR:00,28.81708333333333,10.0,33.75,320,16.0,3.0
2023-03-27,72790024141,30.19666666666667,20.0,39.79166666666666,0.00,BR:1 ||,0.01625,4.625,53.29166666666666,30.22375,CLR:00,28.84875,10.0,33.208333333333336,VRB,26.2,7.0
2023-03-28,72790024141,29.90333333333333,24.0,47.29166666666666,0.00,BR:1 ||,0.03,5.875,42.16666666666666,29.91583333333333,CLR:00,28.56625,10.0,38.083333333333336,030,26.2,15.0
2023-03-29,72790024141,29.762916666666666,29.0,46.333333333333336,0.00,BR:1 ||,0.015,5.375,45.458333333333336,29.772916666666664,OVC:08 70,28.432916666666667,10.0,37.79166666666666,200,24.0,9.0
2023-03-30,72790024141,29.687692307692306,26.0,39.82051282051282,0.00,BR:1 ||,-0.00375,5.25,71.48717948717949,29.70625,CLR:00,28.357692307692314,10.0,35.282051282051285,350,24.0,7.0
2023-03-31,72790024141,29.85375,23.0,44.16666666666666,0.00,-RA:02 |RA |RA,-0.01125,4.125,55.125,29.868333333333336,CLR:00,28.51708333333333,10.0,37.583333333333336,190,22.8,13.0
2023-04-01,72790024141,29.78125,19.0,42.66666666666666,0.00,UP:09 ||,-0.0037499999999999,3.125,51.875,29.797083333333333,CLR:00,28.449166666666667,10.0,35.291666666666664,240,32.44444444444444,9.0
2023-04-02,72790024141,29.83,21.0,37.125,0.00,UP:09 ||,0.00375,3.625,61.458333333333336,29.857916666666664,CLR:00,28.49458333333333,10.0,31.95833333333333,240,18.5,5.0
2023-04-03,72790024141,29.877499999999998,32.0,39.785714285714285,0.00,-SN:03 |SN |,-0.01,2.375,64.57142857142857,29.905833333333344,CLR:00,28.540000000000003,10.0,34.82142857142857,280,18.5,5.0
2023-04-04,72790024141,30.022500000000004,20.0,39.375,0.00,-RA:02 |RA |RA,-0.01875,3.375,52.25,30.04875,CLR:00,28.68166666666667,10.0,32.75,080,21.75,5.0
2023-04-05,72790024141,30.09041666666667,21.0,39.333333333333336,0.00,-RA:02 |RA |RA,0.00625,4.375,54.833333333333336,30.118749999999995,CLR:00,28.746250000000003,10.0,32.541666666666664,000,21.75,0.0
2023-04-06,72790024141,29.96375,26.0,44.5,0.00,-RA:02 |RA |RA,0.0225,7.0,66.5,29.982916666666664,OVC:08 49,28.625,10.0,39.708333333333336,020,27.625,7.0
2023-04-07,72790024141,29.801,42.0,47.4,T,-RA:02 BR:1 |RA |RA,0.00125,5.625,87.2,29.80666666666667,BKN:07 12 BKN:07 45 OVC:08 50,28.469750000000005,10.0,45.575,000,27.625,6.0
2023-04-08,72790024141,29.984583333333333,36.0,45.833333333333336,0.00,-RA:02 |RA |RA,-0.02875,2.625,67.16666666666667,29.999583333333334,CLR:00,28.644583333333333,10.0,40.625,000,27.625,3.0
2023-04-09,72790024141,30.058399999999995,48.0,50.76,0.00,-RA:02 |RA |RA,-0.0025,4.375,75.4,30.066666666666663,OVC:08 90,28.7176,10.0,46.76,180,27.625,5.0
2023-04-10,72790024141,29.905555555555548,47.0,49.02777777777778,0.02,-RA:02 BR:1 |RA |RA,0.0342857142857142,6.428571428571429,92.55555555555556,29.91791666666667,BKN:07 12 BKN:07 39 OVC:08 65,28.56861111111111,10.0,47.80555555555556,350,27.625,5.0
2023-04-11,72790024141,29.893600000000003,22.0,46.56,0.00,-RA:02 |RA |RA,-0.02,3.0,54.32,29.906666666666663,CLR:00,28.5556,10.0,39.2,270,27.625,10.0
2023-04-12,72790024141,29.928750000000004,22.0,43.16666666666666,0.00,-RA:02 |RA |RA,0.0075,5.0,45.583333333333336,29.94833333333333,CLR:00,28.58875,10.0,35.125,310,22.0,6.0
2023-04-13,72790024141,29.887083333333333,23.0,45.375,0.00,-RA:02 |RA |RA,0.0075,4.875,46.5,29.901666666666667,CLR:00,28.54833333333333,10.0,37.16666666666666,300,17.0,8.0
2023-04-14,72790024141,29.97208333333333,29.0,46.04166666666666,0.00,-RA:02 |RA |RA,-0.02375,2.25,51.25,29.985416666666666,CLR:00,28.632083333333338,10.0,38.375,VRB,25.25,6.0
2023-04-15,72790024141,30.071250000000003,30.0,48.25,0.00,-RA:02 |RA |RA,0.005,5.125,54.625,30.08625,CLR:00,28.729166666666668,10.0,40.75,000,25.25,0.0
2023-04-16,72790024141,29.8768,40.0,48.84,0.00,-RA:02 |RA |RA,0.01625,5.75,61.6,29.88583333333333,CLR:00,28.5404,10.0,42.68,220,25.25,0.0
2023-04-17,72790024141,29.760416666666668,26.0,42.29166666666666,0.00,-RA:02 |RA |RA,0.04,5.857142857142857,57.958333333333336,29.77958333333333,CLR:00,28.42625,10.0,35.916666666666664,000,22.0,11.0
2023-04-18,72790024141,29.773750000000003,22.0,43.208333333333336,0.00,-RA:02 |RA |RA,-0.03625,2.375,48.375,29.79125,CLR:00,28.44083333333333,10.0,35.25,230,19.0,11.0
2023-04-19,72790024141,30.071538461538463,28.0,42.34615384615385,0.00,-RA:02 |RA |RA,-0.03375,2.25,57.11538461538461,30.094583333333333,CLR:00,28.72923076923077,10.0,35.92307692307692,000,22.75,0.0
2023-04-20,72790024141,30.25441176470588,37.0,39.6764705882353,0.00,-RA:02 |RA |RA,0.0012499999999999,5.375,75.1470588235294,30.300416666666667,CLR:00,28.904411764705884,10.0,36.35294117647059,170,25.0,9.0
2023-04-21,72790024141,30.25653846153846,35.0,45.76923076923077,0.00,-RA:02 |RA |RA,-0.01,4.0,67.73076923076923,30.2825,CLR:00,28.90653846153846,10.0,40.80769230769231,000,26.0,6.0
2023-04-22,72790024141,30.12375,36.0,49.79166666666666,0.00,-RA:02 |RA |RA,0.0375,6.75,62.75,30.135416666666668,CLR:00,28.77791666666667,10.0,43.583333333333336,040,26.0,7.0
2023-04-23,72790024141,29.79629629629629,39.0,52.37037037037037,0.00,-RA:02 |RA |RA,0.02,6.125,66.74074074074075,29.80666666666666,OVC:08 48,28.463703703703708,10.0,46.851851851851855,000,26.0,6.0
2023-04-24,72790024141,29.94833333333333,32.0,53.958333333333336,0.00,-RA:02 |RA |RA,-0.0375,2.125,47.125,29.951666666666668,CLR:00,28.610000000000003,10.0,44.29166666666666,310,19.0,3.0
2023-04-25,72790024141,30.12,37.0,53.54166666666666,0.00,-RA:02 |RA |RA,-0.0037499999999999,4.125,50.375,30.125833333333333,CLR:00,28.77375,10.0,44.708333333333336,000,19.33333333333333,7.0
2023-04-26,72790024141,30.052916666666665,41.0,58.708333333333336,0.00,-RA:02 |RA |RA,0.01375,3.875,52.41666666666666,30.05208333333333,CLR:00,28.71,10.0,49.083333333333336,220,30.666666666666668,7.0
2023-04-27,72790024141,30.135416666666668,32.0,63.41666666666666,0.00,-RA:02 |RA |RA,-0.0228571428571428,4.285714285714286,31.791666666666668,30.124583333333334,CLR:00,28.78708333333333,10.0,48.083333333333336,010,26.666666666666668,5.0
2023-04-28,72790024141,30.08,33.0,63.25,0.00,-RA:02 |RA |RA,0.02,5.25,35.333333333333336,30.071250000000003,CLR:00,28.735000000000003,10.0,48.5,020,23.25,5.0
2023-04-29,72790024141,29.926666666666662,40.0,67.0,0.00,-RA:02 |RA |RA,0.0199999999999999,6.125,40.958333333333336,29.91208333333333,CLR:00,28.589166666666667,10.0,53.04166666666666,000,23.25,6.0
2023-04-30,72790024141,29.7,45.0,68.08333333333333,0.00,-RA:02 |RA |RA,0.02125,6.75,47.125,29.68083333333333,CLR:00,28.37,10.0,55.91666666666666,VRB,23.25,3.0
2023-05-01,72790024141,29.6475,48.0,61.75,0.00,-RA:02 |RA |RA,0.0024999999999999,3.75,58.60714285714285,29.637083333333333,CLR:00,28.31785714285714,10.0,53.46428571428572,280,16.0,5.0
2023-05-02,72790024141,29.6844,46.0,63.6,0.00,-RA:02 |RA |RA,-0.02,4.875,64.08,29.675416666666663,CLR:00,28.354399999999995,10.0,55.92,020,29.0,6.0
2023-05-03,72790024141,29.6975,48.0,71.29166666666667,0.00,-RA:02 |RA |RA,0.0225,4.375,48.125,29.67916666666667,CLR:00,28.367500000000003,10.0,58.375,000,17.0,6.0
2023-05-04,72790024141,29.566666666666663,47.0,68.875,0.00,-RA:02 |RA |RA,-0.00125,5.625,51.083333333333336,29.54083333333333,CLR:00,28.23958333333333,10.0,57.708333333333336,110,17.0,10.0
2023-05-05,72790024141,29.7309375,48.0,53.8125,0.00,-RA:02 |RA |RA,-0.0225,2.125,80.15625,29.741666666666664,OVC:08 10,28.4003125,10.0,50.40625,000,23.5,0.0
2023-05-06,72790024141,29.84625,39.0,56.5,0.00,+RA:02 |RA |RA,-0.005,3.75,58.66666666666666,29.84583333333333,CLR:00,28.511250000000004,10.0,48.625,000,23.5,5.0
2023-05-07,72790024141,29.895,36.0,57.458333333333336,0.00,+RA:02 |RA |RA,-0.0062499999999999,3.25,49.5,29.89208333333333,CLR:00,28.555,10.0,47.66666666666666,320,23.5,8.0
2023-05-08,72790024141,29.9096,42.0,56.32,0.00,+RA:02 |RA |RA,-8.673617379884035e-19,3.625,59.32,29.910833333333333,CLR:00,28.5696,10.0,48.48,010,24.75,7.0
2023-05-09,72790024141,29.98379310344827,40.0,56.96551724137931,0.00,+RA:02 |RA |RA,-0.0125,3.125,60.13793103448276,29.98208333333333,CLR:00,28.643793103448274,10.0,49.37931034482759,000,23.5,6.0
