DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72793724222,30.08794117647059,39.0,42.0,0,-RA:02 |RA |RA,0.00125,4.5,85.38235294117646,30.089583333333337,CLR:00,29.437647058823533,10.0,40.11764705882353,0,17.0,2.588235294117647
2023-04-03,72793724222,30.02096153846153,33.0,38.57692307692308,T,-RA:02 |RA |RA,-0.0124999999999999,3.25,84.73076923076923,30.04541666666667,CLR:00,29.370961538461547,10.0,36.69230769230769,250,21.25,5.403846153846154
2023-04-04,72793724222,30.12194444444445,32.0,39.52777777777778,0.00,VCFG:2 s ||FG s,-0.0124999999999999,3.125,75.02777777777777,30.147500000000008,CLR:00,29.47083333333333,10.0,36.22222222222222,150,21.25,5.428571428571429
2023-04-05,72793724222,30.12291666666667,31.0,44.583333333333336,0.00,-RA:02 |RA |RA,0.01875,6.75,63.583333333333336,30.129583333333333,CLR:00,29.468333333333334,10.0,39.208333333333336,150,21.25,9.0
2023-04-06,72793724222,29.84208333333333,45.0,48.625,T,-RA:02 |RA |RA,0.035,7.5,76.41666666666667,29.84583333333333,OVC:08 65,29.192083333333333,10.0,45.333333333333336,150,20.0,8.681818181818182
2023-04-07,72793724222,29.816216216216223,46.0,50.16216216216216,0.00,-RA:02 |RA |RA,-0.01875,2.625,78.64864864864865,29.829166666666666,CLR:00,29.166216216216213,10.0,46.94594594594594,160,22.9,12.243243243243244
2023-04-08,72793724222,29.98870967741935,41.0,47.83870967741935,0.00,-RA:02 |RA |RA,-0.0125,2.75,71.09677419354838,29.98791666666666,FEW:02 22 SCT:04 27 BKN:07 32,29.33870967741936,10.0,43.87096774193548,150,22.272727272727277,11.9
2023-04-09,72793724222,30.026249999999997,43.0,49.775,T,-RA:02 |RA |RA,-0.01375,5.0,86.125,30.031666666666663,BKN:07 8 OVC:08 26,29.376,10.0,47.825,150,24.2,12.7
2023-04-10,72793724222,30.037179487179493,41.0,44.38461538461539,0.01,-RA:02 |RA |RA,0.0249999999999999,6.375,86.25641025641026,30.033333333333346,BKN:07 20 OVC:08 49,29.387179487179484,10.0,42.56410256410256,000,24.944444444444443,4.564102564102564
2023-04-11,72793724222,29.979375,37.0,41.0,0.00,-RA:02 |RA |RA,-0.0125,5.125,82.125,30.005,CLR:00,29.329375,10.0,38.66666666666666,170,24.944444444444443,11.3125
2023-04-12,72793724222,30.052916666666665,32.0,43.41666666666666,0.00,-RA:02 |RA |RA,-0.00375,4.625,67.70833333333333,30.061666666666664,CLR:00,29.40291666666667,10.0,38.833333333333336,360,19.5,6.916666666666667
2023-04-13,72793724222,30.0215625,35.0,43.84375,0.00,-RA:02 |RA |RA,0.0087499999999999,5.75,71.0,30.02458333333333,CLR:00,29.3715625,10.0,39.84375,160,28.33333333333333,6.625
2023-04-14,72793724222,30.02375,36.0,46.25,0.00,-RA:02 |RA |RA,-0.0037499999999999,3.625,65.625,30.030833333333334,CLR:00,29.37375,10.0,40.9375,000,28.33333333333333,3.96875
2023-04-15,72793724222,30.076666666666668,38.0,47.91666666666666,0.00,-RA:02 |RA |RA,0.00125,4.125,70.45833333333333,30.08,CLR:00,29.426666666666662,10.0,43.625,160,28.33333333333333,9.166666666666666
2023-04-16,72793724222,29.9203125,42.0,45.9375,0.00,-RA:02 |RA |RA,0.01,4.5,78.0,29.93,BKN:07 11 BKN:07 65 OVC:08 85,29.2703125,10.0,43.0,180,28.33333333333333,15.25
2023-04-17,72793724222,29.74135135135136,35.0,41.972972972972975,0.00,-RA:02 |RA |RA,0.0424999999999999,6.875,76.21621621621621,29.752916666666664,CLR:00,29.092162162162165,10.0,38.7027027027027,160,24.75,11.27027027027027
2023-04-18,72793724222,29.80333333333333,34.0,41.86111111111112,0.00,-RA:02 |RA |RA,-0.03375,2.125,72.86111111111111,29.836666666666677,BKN:07 16 BKN:07 26,29.154166666666654,10.0,38.22222222222222,180,34.592592592592595,19.88888888888889
2023-04-19,72793724222,30.132333333333328,33.0,43.9,0.00,-RA:02 |RA |RA,-0.0412499999999999,2.625,67.93333333333334,30.13416666666667,CLR:00,29.478666666666665,10.0,39.36666666666667,150,22.714285714285715,11.133333333333333
2023-04-20,72793724222,30.224000000000004,40.0,43.08571428571429,0.00,-RA:02 |RA |RA,0.015,4.875,78.17142857142858,30.256250000000005,CLR:00,29.56714285714285,10.0,40.285714285714285,150,27.0,10.314285714285717
2023-04-21,72793724222,30.33894736842104,39.0,46.10526315789474,0.00,-RA:02 |RA |RA,-0.0174999999999999,4.25,76.3157894736842,30.354583333333338,BKN:07 28 OVC:08 38,29.678947368421063,10.0,42.71052631578947,180,20.0,8.210526315789474
2023-04-22,72793724222,30.08030303030303,51.0,53.24242424242424,0.00,-RA:02 |RA |RA,0.05,6.75,75.63636363636364,30.11208333333333,BKN:07 27 OVC:08 34,29.426969696969696,10.0,49.21212121212121,150,26.058823529411764,8.06060606060606
2023-04-23,72793724222,29.853653846153858,50.0,49.73076923076923,0.00,-RA:02 BR:1 |RA |RA,0.0075,3.75,84.34615384615384,29.863333333333333,OVC:08 5,29.203653846153845,10.0,47.44230769230769,180,26.058823529411764,11.403846153846152
2023-04-24,72793724222,30.06816326530612,41.0,47.67346938775511,0.00,-RA:02 |RA |RA,-0.04125,1.875,77.79591836734694,30.12333333333333,CLR:00,29.415714285714284,10.0,44.38775510204081,000,21.0,5.142857142857143
2023-04-25,72793724222,30.26034482758621,40.0,48.93103448275862,0.00,-RA:02 |RA |RA,-2.1684043449710093e-19,4.25,72.44827586206897,30.26291666666667,CLR:00,29.600344827586213,10.0,44.75862068965517,350,21.0,5.275862068965517
2023-04-26,72793724222,30.188333333333333,44.0,51.66666666666666,0.00,-RA:02 |RA |RA,0.0075,4.25,72.66666666666667,30.19083333333333,CLR:00,29.530416666666667,10.0,47.29166666666666,350,21.0,4.826086956521739
2023-04-27,72793724222,30.22738095238095,45.0,50.595238095238095,0.00,BR:1 ||,0.00375,5.5,82.42857142857143,30.206666666666667,CLR:00,29.56857142857143,10.0,47.88095238095238,350,20.33333333333333,6.128205128205129
2023-04-28,72793724222,29.996666666666663,44.0,59.583333333333336,0.00,-RA:02 |RA |RA,0.03,6.125,61.91666666666666,29.99291666666667,CLR:00,29.346666666666668,10.0,52.16666666666666,360,20.33333333333333,5.3478260869565215
