DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyWetBulbTemperature,DailyWindDirection,DailyWindSpeed
2020-01-01,72788594266,29.816666666666666,41.333333333333336,47.458333333333336,0.007826086956521738,-RA:02 |RA |RA,-0.048749999999999995,2.375,79.70833333333333,29.81833333333333,BKN:07 35 OVC:08 44,29.512727272727272,44.5,260,13.625
2020-02-05,72788594266,30.034615384615392,40.794871794871796,41.1025641025641,0.015000000000000001,-RA:02 BR:1 |RA |RA,0.01125,6.25,98.93589743589743,30.039999999999996,OVC:08 3,29.724615384615372,41.08974358974359,000,1.1923076923076923
2020-02-06,72788594266,30.03471264367815,43.160919540229884,43.6551724137931,0.028580246913580236,-RA:02 BR:1 |RA |RA,0.00625,5.25,98.20689655172414,30.037499999999998,OVC:08 4,29.724712643678153,43.62068965517241,000,2.9310344827586206
2020-02-07,72788594266,29.9109090909091,41.58181818181818,43.0,0.021000000000000005,BR:1 ||,0.045,5.5,94.94545454545455,29.882916666666663,OVC:08 2,29.600909090909084,42.472727272727276,090,5.490909090909091
2020-02-08,72788594266,30.114166666666666,36.375,42.041666666666664,0.0008333333333333334,-RA:02 BR:1 |RA |RA,-0.09625,2.25,81.125,30.119583333333335,CLR:00,29.8025,39.458333333333336,220,7.541666666666667
2020-02-09,72788594266,30.483214285714293,33.964285714285715,37.607142857142854,0.0,-RA:02 BR:1 |RA |RA,-0.005,4.0,87.25,30.495833333333337,CLR:00,30.164999999999996,36.142857142857146,000,3.3214285714285716
2020-02-10,72788594266,30.466538461538455,33.76923076923077,38.84615384615385,0.0,-RA:02 BR:1 |RA |RA,0.00375,3.0,83.07692307692308,30.47708333333333,CLR:00,30.148076923076925,36.65384615384615,000,4.269230769230769
2020-02-11,72788594266,30.27894736842105,40.26315789473684,43.55263157894737,0.0004,-RA:02 BR:1 |RA |RA,0.0175,5.125,88.76315789473684,30.281666666666663,CLR:00,29.968421052631577,42.1578947368421,000,5.526315789473684
2020-02-12,72788594266,30.2864705882353,40.05882352941177,41.588235294117645,0.0020689655172413794,-RA:02 BR:1 |RA |RA,0.012499999999999999,3.875,94.47058823529412,30.27333333333333,OVC:08 34,29.973921568627446,41.11764705882353,000,2.1176470588235294
2020-02-13,72788594266,29.946071428571432,36.392857142857146,42.035714285714285,0.0015384615384615385,-RA:02 |RA |RA,0.02375,5.0,81.17857142857143,29.955416666666668,CLR:00,29.636071428571427,39.67857142857143,000,6.678571428571429
2020-02-14,72788594266,30.102592592592593,35.51851851851852,42.074074074074076,0.0032692307692307695,-RA:02 |RA |RA,-0.02625,2.5,78.88888888888889,30.101250000000004,CLR:00,29.792592592592587,39.333333333333336,000,7.037037037037037
2020-02-15,72788594266,30.011794871794873,38.743589743589745,42.1025641025641,0.0018965517241379308,-RA:02 BR:1 |RA |RA,0.015,5.0,88.53846153846153,30.019999999999992,CLR:00,29.701794871794874,40.69230769230769,000,6.0256410256410255
2020-02-16,72788594266,30.173333333333332,33.074074074074076,40.407407407407405,0.004423076923076924,-RA:02 |RA |RA,-0.02875,2.5,75.33333333333333,30.176666666666666,CLR:00,29.86333333333334,37.333333333333336,240,10.592592592592593
2020-02-17,72788594266,30.37833333333333,32.041666666666664,38.791666666666664,0.00020833333333333335,-RA:02 BR:1 |RA |RA,-0.02125,2.75,77.45833333333333,30.386666666666667,CLR:00,30.063333333333333,36.0,250,6.416666666666667
2020-02-18,72788594266,30.413478260869564,31.565217391304348,35.869565217391305,0.005862068965517241,-RA:02 BR:1 |RA |RA,0.0062499999999999995,5.0,84.91304347826087,30.41083333333333,CLR:00,30.097826086956513,34.108695652173914,000,4.521739130434782
2020-02-19,72788594266,30.302307692307693,30.576923076923077,34.80769230769231,0.0,BR:1 ||,0.01625,5.625,85.65384615384616,30.306249999999995,CLR:00,29.98923076923078,33.15384615384615,000,4.1923076923076925
2020-02-20,72788594266,30.248709677419356,30.612903225806452,34.54838709677419,0.0,BR:1 ||,0.0012499999999999994,5.625,86.38709677419355,30.255416666666665,CLR:00,29.938709677419347,33.03225806451613,000,4.0
2020-02-21,72788594266,30.17382352941176,34.11764705882353,38.55882352941177,0.0,-RA:02 BR:1 |RA |RA,0.01,4.5,84.70588235294117,30.184166666666666,CLR:00,29.863823529411764,36.588235294117645,000,4.0588235294117645
2020-02-22,72788594266,30.10837837837838,37.945945945945944,42.24324324324324,0.006290322580645161,-RA:02 BR:1 |RA |RA,0.0062499999999999995,5.5,85.29729729729729,30.11916666666667,CLR:00,29.798378378378377,40.432432432432435,000,5.162162162162162
2020-02-23,72788594266,29.945476190476192,36.83720930232558,40.97674418604651,0.021111111111111115,-RA:02 |RA |RA,-0.020000000000000004,3.625,85.90697674418605,29.987826086956524,BKN:07 28 OVC:08 38,29.635,39.285714285714285,240,12.162790697674419
2020-02-24,72788594266,30.551666666666666,31.5,41.541666666666664,0.00020833333333333335,BR:1 ||,-0.04375,1.75,67.95833333333333,30.556250000000002,OVC:08 55,30.2325,37.416666666666664,000,8.625
2020-02-25,72788594266,30.508823529411764,35.8235294117647,39.3235294117647,0.002142857142857143,BR:1 ||,0.0175,7.0,87.76470588235294,30.530416666666667,CLR:00,30.188823529411767,37.88235294117647,000,2.0
2020-02-26,72788594266,30.491142857142858,40.114285714285714,43.48571428571429,0.0,BR:1 ||,-0.005,3.125,88.77142857142857,30.501666666666665,CLR:00,30.173142857142857,42.02857142857143,000,2.6857142857142855
2020-02-27,72788594266,30.414736842105263,40.526315789473685,44.44736842105263,0.0,BR:1 ||,0.025,6.25,86.71052631578948,30.408749999999998,CLR:00,30.098684210526315,42.71052631578947,000,3.4864864864864864
2020-02-28,72788594266,29.98333333333333,37.083333333333336,40.333333333333336,0.014074074074074076,-RA:02 |RA |RA,0.061250000000000006,6.5,88.86111111111111,29.98166666666667,CLR:00,29.673333333333332,38.888888888888886,000,4.305555555555555
2020-02-29,72788594266,30.062307692307698,33.07692307692308,40.84615384615385,0.003269230769230769,-RA:02 |RA |RA,-0.051250000000000004,2.375,74.5,30.060833333333335,CLR:00,29.75230769230769,37.53846153846154,250,11.73076923076923
2020-03-01,72788594266,30.361379310344834,32.827586206896555,39.44827586206897,0.002962962962962963,-RA:02 BR:1 |RA |RA,-0.017499999999999998,3.75,77.79310344827586,30.36208333333334,CLR:00,30.048275862068962,36.6551724137931,230,4.896551724137931
2020-03-02,72788594266,30.18090909090909,39.0,42.333333333333336,0.0026,-RA:02 |RA |RA,0.024285714285714282,7.0,88.39393939393939,30.200000000000003,CLR:00,29.870606060606065,40.84848484848485,000,1.878787878787879
2020-03-03,72788594266,30.11315789473684,40.76315789473684,44.63157894736842,0.0018749999999999997,-RA:02 BR:1 |RA |RA,0.008749999999999999,4.5,87.02631578947368,30.106666666666673,CLR:00,29.80315789473684,42.973684210526315,000,6.7631578947368425
2020-03-04,72788594266,30.196250000000003,31.916666666666668,42.541666666666664,0.00020833333333333335,-RA:02 |RA |RA,-0.01125,4.5,67.125,30.201666666666668,CLR:00,29.885416666666668,38.083333333333336,000,7.25
2020-03-05,72788594266,29.969090909090905,36.45454545454545,39.57575757575758,0.013166666666666667,-RA:02 |RA |RA,0.02285714285714286,5.857142857142857,89.54545454545455,29.968260869565217,CLR:00,29.65909090909091,38.27272727272727,000,6.121212121212121
2020-03-06,72788594266,29.96966666666667,33.93333333333333,39.4,0.0011111111111111111,-RA:02 |RA |RA,0.01625,5.125,81.93333333333334,29.96260869565217,BKN:07 55,29.659666666666666,37.166666666666664,000,4.066666666666666
2020-03-07,72788594266,29.869189189189193,33.729729729729726,37.567567567567565,0.0040384615384615385,-RA:02 BR:1 |RA |RA,-0.01625,3.75,86.1891891891892,29.880416666666672,CLR:00,29.55918918918919,35.86486486486486,220,5.891891891891892
2020-03-08,72788594266,30.112999999999996,30.366666666666667,36.733333333333334,0.0,-RA:02 BR:1 |RA |RA,-0.023750000000000004,2.25,78.5,30.117083333333326,CLR:00,29.803000000000004,34.03333333333333,230,6.0
2020-03-09,72788594266,30.258571428571425,29.392857142857142,35.214285714285715,0.0,-RA:02 BR:1 |RA |RA,-0.013750000000000002,4.125,80.14285714285714,30.264166666666664,CLR:00,29.948214285714293,32.892857142857146,220,4.964285714285714
2020-03-10,72788594266,30.149583333333336,34.291666666666664,41.0,0.00020833333333333335,-RA:02 BR:1 |RA |RA,0.025,7.0,78.20833333333333,30.157083333333333,OVC:08 60,29.839583333333334,38.041666666666664,000,3.1666666666666665
2020-03-11,72788594266,30.204137931034484,34.55172413793103,43.48275862068966,0.0023076923076923075,-RA:02 BR:1 |RA |RA,-0.0325,2.5,72.13793103448276,30.233333333333345,CLR:00,29.893448275862067,39.689655172413794,290,13.0
2020-03-12,72788594266,30.27592592592592,29.88888888888889,40.074074074074076,0.0,-RA:02 BR:1 |RA |RA,0.0225,4.875,67.51851851851852,30.297500000000003,OVC:08 43,29.963703703703704,35.925925925925924,220,6.074074074074074
2020-03-13,72788594266,29.854848484848485,30.0,37.06060606060606,0.007142857142857143,-RA:02 BR:1 |RA |RA,0.05125,6.5,77.0,29.850416666666664,OVC:08 43,29.544848484848487,34.333333333333336,VRB,4.3125
2020-03-14,72788594266,30.008333333333336,16.875,34.208333333333336,0.0,BR:1 ||,-0.052500000000000005,2.625,49.333333333333336,30.017083333333336,OVC:08 65,29.698333333333334,28.541666666666668,VRB,7.695652173913044
2020-03-15,72788594266,30.22083333333333,16.333333333333332,34.625,0.0,BR:1 ||,-0.007500000000000001,3.75,49.0,30.227500000000003,CLR:00,29.910833333333333,28.625,VRB,5.428571428571429
2020-03-16,72788594266,30.188333333333333,22.375,39.708333333333336,0.0,BR:1 ||,0.025,3.875,54.291666666666664,30.195000000000004,CLR:00,29.87833333333333,33.291666666666664,220,6.25
2020-03-17,72788594266,29.874166666666667,27.708333333333332,39.666666666666664,0.0,BR:1 ||,0.026250000000000002,6.5,63.375,29.88,CLR:00,29.564166666666665,34.833333333333336,220,6.041666666666667
2020-03-18,72788594266,29.895416666666666,34.125,41.458333333333336,0.0,BR:1 ||,-0.01,1.875,75.95833333333333,29.900833333333335,CLR:00,29.585416666666664,38.291666666666664,280,6.333333333333333
2020-03-19,72788594266,30.04962962962962,35.7037037037037,41.7037037037037,0.0,BR:1 ||,-0.027499999999999997,2.375,79.96296296296296,30.05291666666666,CLR:00,29.73962962962963,39.18518518518518,VRB,4.2592592592592595
2020-03-20,72788594266,30.28333333333333,36.916666666666664,43.875,0.0,BR:1 ||,-0.01625,3.125,77.375,30.286666666666665,CLR:00,29.97208333333333,40.708333333333336,270,7.0
2020-03-21,72788594266,30.24214285714286,36.285714285714285,42.82142857142857,0.0,BR:1 ||,0.01125,3.625,80.10714285714286,30.2525,CLR:00,29.931785714285713,40.0,000,5.071428571428571
2020-03-22,72788594266,30.034406779661012,37.67796610169491,40.96610169491525,0.0,BR:1 ||,0.04,6.5,88.71186440677967,30.015416666666663,CLR:00,29.724406779661017,39.54237288135593,000,4.0
2020-03-23,72788594266,29.802553191489363,36.4468085106383,40.53191489361702,0.005483870967741936,-RA:02 |RA |RA,-0.0075,3.25,86.46808510638297,29.804166666666664,CLR:00,29.492553191489353,38.829787234042556,000,3.425531914893617
2020-03-24,72788594266,29.933000000000003,37.075,40.225,0.0020689655172413794,-RA:02 |RA |RA,-0.00625,2.375,89.0,29.93625,OVC:08 11,29.623,38.925,000,3.375
2020-03-25,72788594266,30.029999999999994,35.73076923076923,42.53846153846154,0.0,-RA:02 |RA |RA,-0.015,2.375,78.0,30.03333333333333,CLR:00,29.720000000000002,39.38461538461539,240,6.0
2020-03-26,72788594266,30.029444444444444,36.611111111111114,42.27777777777778,0.003636363636363637,-RA:02 |RA |RA,0.00375,3.75,81.22222222222223,30.032916666666665,CLR:00,29.71944444444445,39.888888888888886,000,3.5833333333333335
2020-03-27,72788594266,29.983870967741936,39.935483870967744,43.12903225806452,0.0016666666666666666,BR:1 ||,0.0024999999999999996,3.75,89.03225806451613,29.987916666666667,OVC:08 90,29.673870967741937,41.806451612903224,000,1.8064516129032258
2020-03-28,72788594266,29.873076923076916,43.43589743589744,45.94871794871795,0.013823529411764708,-RA:02 |RA |RA,0.0225,5.5,91.3076923076923,29.885833333333323,OVC:08 60,29.563076923076924,44.8974358974359,000,1.8461538461538463
2020-03-29,72788594266,29.783061224489792,41.673469387755105,44.44897959183673,0.00782051282051282,-RA:02 BR:1 |RA |RA,0.0125,4.5,90.71428571428571,29.782083333333336,VV:09 2,29.473061224489797,43.3469387755102,000,3.63265306122449
2020-03-30,72788594266,29.755454545454555,36.70454545454545,40.68181818181818,0.025384615384615387,-RA:02 |RA |RA,-0.035,2.875,85.79545454545455,29.76625,FEW:02 20 OVC:08 27,29.44545454545454,39.02272727272727,220,6.886363636363637
2020-03-31,72788594266,29.994285714285713,36.08571428571429,40.57142857142857,0.0024074074074074076,-RA:02 |RA |RA,-0.01375,2.625,84.65714285714286,29.989999999999995,CLR:00,29.684285714285714,38.542857142857144,000,5.114285714285714
2020-04-01,72788594266,30.095151515151514,32.484848484848484,38.63636363636363,0.0007692307692307692,-RA:02 BR:1 |RA |RA,-0.00875,2.875,80.42424242424242,30.098333333333333,CLR:00,29.785151515151515,36.09090909090909,220,4.636363636363637
2020-04-02,72788594266,30.168666666666663,32.733333333333334,39.233333333333334,0.0020689655172413794,-RA:02 |RA |RA,-0.0024999999999999996,3.875,77.83333333333333,30.172499999999996,CLR:00,29.858666666666675,36.4,230,6.833333333333333
2020-04-03,72788594266,30.037916666666664,31.125,41.166666666666664,0.0,BR:1 ||,0.021249999999999998,7.0,68.125,30.043333333333337,OVC:08 60,29.72791666666667,37.041666666666664,250,9.416666666666666
2020-04-04,72788594266,29.78535714285714,31.785714285714285,39.607142857142854,0.0,BR:1 ||,0.036250000000000004,7.125,74.14285714285714,29.79125,OVC:08 60,29.475357142857142,36.392857142857146,000,4.296296296296297
2020-04-05,72788594266,29.68769230769231,35.07692307692308,41.84615384615385,0.0,BR:1 ||,-0.007500000000000001,4.625,77.61538461538461,29.69208333333333,OVC:08 80,29.377692307692314,38.96153846153846,000,3.5
2020-04-06,72788594266,29.952083333333334,33.25,44.083333333333336,0.0,BR:1 ||,-0.04375,1.625,67.91666666666667,29.95583333333333,CLR:00,29.642083333333332,39.25,230,7.833333333333333
2020-04-07,72788594266,30.229615384615382,35.84615384615385,43.11538461538461,0.0,BR:1 ||,-0.027499999999999997,2.5,76.6923076923077,30.237499999999997,CLR:00,29.91846153846154,39.92307692307692,250,5.653846153846154
2020-04-08,72788594266,30.29791666666667,33.958333333333336,45.041666666666664,0.0,BR:1 ||,0.0062499999999999995,4.125,69.25,30.303749999999997,CLR:00,29.985416666666666,40.166666666666664,000,3.9583333333333335
2020-04-09,72788594266,30.153333333333336,36.625,46.708333333333336,0.0,BR:1 ||,0.02125,5.875,69.70833333333333,30.156666666666666,CLR:00,29.843333333333334,42.083333333333336,000,4.791666666666667
2020-04-10,72788594266,30.08076923076922,42.666666666666664,45.56410256410256,0.0,BR:1 ||,0.00625,4.75,90.05128205128206,30.076666666666654,CLR:00,29.770769230769236,44.333333333333336,270,7.717948717948718
2020-04-11,72788594266,30.17115384615385,32.0,46.73076923076923,0.0,HZ:7 |FU |HZ,-0.024999999999999998,3.25,62.5,30.182083333333335,CLR:00,29.861153846153847,40.65384615384615,210,5.615384615384615
2020-04-12,72788594266,30.314999999999998,19.833333333333332,46.541666666666664,0.0,BR:1 ||,-0.01125,4.0,38.291666666666664,30.316249999999997,CLR:00,30.000416666666666,36.541666666666664,220,6.333333333333333
2020-04-13,72788594266,30.395416666666666,28.666666666666668,48.375,0.0,BR:1 ||,-0.005000000000000001,4.5,50.166666666666664,30.39833333333333,CLR:00,30.079583333333336,40.333333333333336,290,8.583333333333334
2020-04-14,72788594266,30.295555555555556,41.148148148148145,48.44444444444444,0.0,BR:1 ||,0.015,5.125,77.4074074074074,30.305416666666662,CLR:00,29.981851851851857,45.03703703703704,280,6.888888888888889
2020-04-15,72788594266,30.271724137931034,38.03448275862069,50.689655172413794,0.0,BR:1 ||,-0.0025,3.875,68.58620689655173,30.277916666666666,CLR:00,29.96068965517242,45.172413793103445,000,3.586206896551724
2020-04-16,72788594266,30.230833333333333,31.625,52.375,0.0,BR:1 ||,0.01625,5.0,48.166666666666664,30.232916666666664,CLR:00,29.919166666666666,43.125,220,5.75
2020-04-17,72788594266,29.955483870967747,41.54838709677419,45.516129032258064,0.0,BR:1 ||,0.03375,6.5,86.45161290322581,29.964583333333337,CLR:00,29.64548387096773,43.83870967741935,000,4.258064516129032
2020-04-18,72788594266,29.95799999999999,45.13333333333333,48.63333333333333,0.00020833333333333335,BR:1 ||,-0.02375,2.25,88.23333333333333,29.96416666666666,CLR:00,29.648000000000003,47.03333333333333,000,5.266666666666667
2020-04-19,72788594266,30.10733333333334,43.06666666666667,49.06666666666667,0.0,-RA:02 BR:1 |RA |RA,-0.005,3.875,80.53333333333333,30.104166666666675,CLR:00,29.797333333333327,46.333333333333336,290,7.066666666666666
2020-04-20,72788594266,30.1252,42.88,48.04,0.0,-RA:02 BR:1 |RA |RA,-0.0062499999999999995,2.875,82.64,30.125833333333333,CLR:00,29.8152,45.68,250,7.96
2020-04-21,72788594266,30.262758620689652,42.827586206896555,48.86206896551724,0.0,-RA:02 BR:1 |RA |RA,-0.01375,3.25,80.13793103448276,30.258749999999992,OVC:08 29,29.952758620689664,46.10344827586207,000,4.241379310344827
2020-04-22,72788594266,30.097272727272717,46.61818181818182,47.50909090909091,0.01897727272727273,-RA:02 BR:1 |RA |RA,0.018750000000000003,5.25,96.87272727272727,30.110833333333332,OVC:08 2,29.787272727272722,47.32727272727273,000,1.8181818181818181
2020-04-23,72788594266,30.257631578947368,45.578947368421055,49.05263157894737,0.0,-RA:02 |RA |RA,-0.01625,3.125,88.23684210526316,30.257499999999997,OVC:08 15,29.946052631578954,47.421052631578945,290,9.236842105263158
2020-04-24,72788594266,30.1853125,44.5,47.875,0.0,-RA:02 |RA |RA,0.02125,6.5,88.34375,30.177083333333332,OVC:08 10,29.8753125,46.34375,000,2.90625
2020-04-25,72788594266,30.006666666666664,43.75,51.25,0.0018750000000000001,-RA:02 |RA |RA,-0.0037500000000000007,4.0,78.41666666666667,30.008333333333336,CLR:00,29.69666666666667,47.666666666666664,000,7.458333333333333
2020-04-26,72788594266,30.016538461538463,41.76923076923077,47.5,0.0018750000000000001,-RA:02 |RA |RA,0.03375,6.625,81.53846153846153,30.012083333333333,CLR:00,29.706538461538457,44.92307692307692,000,3.1923076923076925
2020-04-27,72788594266,30.045185185185186,43.851851851851855,48.25925925925926,0.0027083333333333334,-RA:02 |RA |RA,-0.045,2.625,85.88888888888889,30.03916666666667,CLR:00,29.73518518518518,46.22222222222222,280,7.518518518518518
2020-04-28,72788594266,30.241578947368424,43.81578947368421,47.31578947368421,0.0016666666666666668,-RA:02 |RA |RA,0.0012500000000000005,2.25,88.13157894736842,30.244166666666672,BKN:07 26,29.93157894736843,45.78947368421053,000,3.236842105263158
2020-04-29,72788594266,29.93793103448277,45.206896551724135,50.724137931034484,0.0022,-RA:02 |RA |RA,0.03375,6.0,82.41379310344827,29.94333333333334,CLR:00,29.627931034482756,48.06896551724138,000,3.5172413793103448
